-33.94106530007517,150.6866672515817,au,0,,0,0,SXPlbUlkh-BnnZeByeTstQ
-33.87952160473827,150.687193000928,au,0,,0,0,q0PUcg9oDZk0-9o8s-nuZg
-33.84623184601561,150.6866292296601,au,0,,0,0,mK-E6bRMH1WUpS5k4yciHQ
-33.80385218804388,150.6866899406584,au,0,,0,0,_O9nUMJLmLXH26choYK0rg
-33.79903263234402,150.6867824695858,au,0,,0,0,6Kf1Uf6Mv4F07MBnyiXvaA
-33.79421033399024,150.6866991580969,au,0,,0,0,HwAm_gjeYE2W7tdc1IBBKQ
-33.78964910059636,150.6867147568402,au,0,,0,0,9QYdNxwARo55DL8B_ZC83A
-33.78003114726075,150.6869154135483,au,0,,0,0,urV_j2FIi6kFW5DnEfE7WQ
-33.77516675525311,150.6866797482993,au,0,,0,0,HYp9Q_1DJ9WxCJ6k-A8XxA
-33.76564071382686,150.6866863068608,au,0,,0,0,w6gwDe7XTYaodcB1AQ4Hzg
-33.76101402957711,150.6866489939677,au,0,,0,0,9CmolWA68wqDl7yGs-Gb4A
-33.75625794511761,150.6866274570765,au,0,,0,0,pbPugNw_Y7dgMR1aRcDVVA
-33.74682544420472,150.6867268990449,au,0,,0,0,zXEesXb7AB5Ca1ocCqHgwA
-33.68042371710083,150.6868976876797,au,0,,0,0,HWCtazt0_4YQMw3CJeTygQ
-34.0830846420063,150.6914081921753,au,0,,0,0,0aUnq4juJmHx7lynL8R5Dg
-34.07845502189963,150.691369105449,au,0,,0,0,yr6DlN4lbbClcE0hbkyzLw
-34.0641942341458,150.6916317223596,au,0,,0,0,wPXRQU1kLMKnW0PqIpwA6g
-34.05484361980108,150.6911879417098,au,0,,0,0,ww9quwPokiNQcu1-rM6MUQ
-34.01195311089374,150.6911294446595,au,0,,0,0,NkB1m5O6WpkpqpxQpYcX-w
-33.87930249782293,150.6912201150974,au,0,,0,0,FP-Dh1xJK0E-p-JdJnCXeQ
-33.85086559283898,150.6915721615479,au,0,,0,0,W24JQ8LPyCL3A3jfUoKqVA
-33.81300996827098,150.6913026314484,au,0,,0,0,39BnU-Cfr01XDXrQufurOw
-33.80818937593672,150.6910159072688,au,0,,0,0,3pmGOHGbmAktI2sFhFKGug
-33.80376963621064,150.6917246975438,au,0,,0,0,6UAsrJ-whcQBECrJaLSVgg
-33.79876857575157,150.69136476248,au,0,,0,0,jdul68XrfrSZRXkD8A4fQg
-33.79415841342265,150.6915951172745,au,0,,0,0,FGDBqSf_6WrOmeBj_DHSbA
-33.78463005212853,150.691336754765,au,0,,0,0,tpLVIqnzbPgOmNhABkuw8w
-33.77957921785131,150.6915353792133,au,0,,0,0,gZQezHtO8Q1rfAxkJgcQjg
-33.7750641974288,150.6913999493954,au,0,,0,0,PPE36A2HCBB8Rg_gcL4TQg
-33.77031841680012,150.6914920381128,au,0,,0,0,eCj4KUNmJCi0rDhM75duSg
-33.76586106243526,150.6913820457246,au,0,,0,0,c6f9wRLijZxRqzm3QVh_ag
-33.76101891185671,150.6914712982042,au,0,,0,0,6e1v-pAW45_r0NcC2qbGow
-33.7566227668618,150.691419005285,au,0,,0,0,J8YO0nrs9KG0-nsWakl0zA
-33.73253140749446,150.6912411208666,au,0,,0,0,uGUv14F-9uwN9W8FOgOTJw
-33.69938063784299,150.6914051786858,au,0,,0,0,132FrzCguG7MKvx6FfSp2Q
-33.69470403220274,150.6914572057038,au,0,,0,0,YkmaF8So9mnv3zpRXjo1ag
-33.68983172184074,150.691556828188,au,0,,0,0,WXcfrP-2VGUG7H7kVNsuRA
-34.08330976568671,150.6961703800026,au,0,,0,0,5ahjkEtdfzCgXrrpAsV0aA
-34.07845591639742,150.696101067527,au,0,,0,0,n228_nfZJW0lED713bnpNA
-34.0736814662259,150.6961342169678,au,0,,0,0,CKb952NeD8uIvzvvy4FxIg
-34.06857502169613,150.69610549927,au,0,,0,0,4FGH_lT9W5GBOWCrEgNEjw
-34.06418242539205,150.6966222414133,au,0,,0,0,iVMHLC37jWt1CZFLSBH_pw
